show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,primary_country,duration_value,budget,revenue,budget_millions
s336,Movie,Freedomland,Joe Roth,"Samuel L. Jackson, Julianne Moore, Edie Falco, Ron Eldard, William Forsythe, Aunjanue Ellis, Anthony Mackie, LaTanya Richardson Jackson, Clarke Peters, Peter Friedman, Domenick Lombardozzi",United States,2021-08-01,2006,R,113 min,"Dramas, Thrillers","When a woman reports that her infant son was kidnapped by a black man, an African American detective and a white activist team up to dig for details.",2021.0,United States,113.0,37665000.0,14655628.0,37.665
s338,Movie,Good Luck Chuck,Mark Helfrich,"Dane Cook, Jessica Alba, Dan Fogler, Ellia English, Sasha Pieterse, Annie Wood, Lonny Ross, Chelan Simmons, Simone Bailly, Jodelle Ferland, Crystal Lowe, Troy Gentile, Georgia Craig, Michelle Harrison, Chiara Zanni","United States, Canada",2021-08-01,2007,R,99 min,"Comedies, Romantic Movies","Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right.",2021.0,United States,99.0,25000000.0,59192128.0,25.0
s341,Movie,Inception,Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page, Tom Hardy, Ken Watanabe, Dileep Rao, Cillian Murphy, Tom Berenger, Marion Cotillard, Pete Postlethwaite, Michael Caine, Lukas Haas","United States, United Kingdom",2021-08-01,2010,PG-13,148 min,"Action & Adventure, Sci-Fi & Fantasy, Thrillers",A troubled thief who extracts secrets from people's dreams takes one last job: leading a dangerous mission to plant an idea in a target's subconscious.,2021.0,United States,148.0,160000000.0,825532764.0,160.0
s342,Movie,Magnolia,Paul Thomas Anderson,"John C. Reilly, Philip Baker Hall, Tom Cruise, Julianne Moore, Philip Seymour Hoffman, William H. Macy, Jeremy Blackman, Jason Robards, Melinda Dillon, April Grace, Luis GuzmÃ¡n, Ricky Jay, Alfred Molina, Michael Murphy, Melora Walters",United States,2021-08-01,1999,R,189 min,"Dramas, Independent Movies","Through chance, history and divine intervention, a cast of eclectic characters weaves and warps through each other's lives on a random day in California.",2021.0,United States,189.0,37000000.0,48451803.0,37.0
s344,Movie,My Girl,Howard Zieff,"Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky, Richard Masur, Griffin Dunne, Ann Nelson, Peter Michael Goetz, Jane Hallaren, Anthony R. Jones",United States,2021-08-01,1991,PG-13,102 min,Dramas,This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.,2021.0,United States,102.0,16500000.0,0.0,16.5
s347,Movie,Pineapple Express,David Gordon Green,"Seth Rogen, James Franco, Danny McBride, Kevin Corrigan, Craig Robinson, Gary Cole, Rosie Perez, Ed Begley Jr., Nora Dunn, Amber Heard",United States,2021-08-01,2008,R,112 min,"Action & Adventure, Comedies","After witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them.",2021.0,United States,112.0,27000000.0,101624843.0,27.0
s348,Movie,Planet 51,Jorge Blanco,"Justin Long, Dwayne Johnson, Gary Oldman, Seann William Scott, Jessica Biel, John Cleese, Freddie Benedict","Spain, United Kingdom, United States",2021-08-01,2009,PG,91 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely.",2021.0,Spain,91.0,70000000.0,104945765.0,70.0
s350,Movie,Seabiscuit,Gary Ross,"Tobey Maguire, Jeff Bridges, Chris Cooper, Elizabeth Banks, Gary Stevens, William H. Macy, David McCullough, Kingston DuCoeur, Eddie Jones, Ed Lauter, Michael O'Neill, Michael Angarano, Royce D. Applegate, Annie Corley, Valerie Mahaffey",United States,2021-08-01,2003,PG-13,141 min,"Dramas, Sports Movies",An ungainly-looking colt becomes a winning thoroughbred in this Depression-era drama based on the true story of champion racehorse Seabiscuit.,2021.0,United States,141.0,87000000.0,148336445.0,87.0
s351,Movie,Space Cowboys,Clint Eastwood,"Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner, James Cromwell, Marcia Gay Harden, William Devane, Loren Dean, Courtney B. Vance, Rade Serbedzija, Barbara Babcock, Blair Brown",United States,2021-08-01,2000,PG-13,130 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy",A retired engineer agrees to help NASA prevent a Russian satellite from falling to Earth if he and his over-the-hill pals can man the mission.,2021.0,United States,130.0,65000000.0,128884132.0,65.0
s352,Movie,Team America: World Police,Trey Parker,"Trey Parker, Matt Stone, Kristen Miller, Masasa Moyo, Daran Norris, Phil Hendrie, Maurice LaMarche, Chelsea Magritte, Jeremy Shada, Fred Tatasciore","United States, Germany",2021-08-01,2004,R,98 min,"Action & Adventure, Comedies, Cult Movies","In this musical satire, an all-marionette police force takes on the challenging role of keeping the peace on a troubled planet.",2021.0,United States,98.0,32000000.0,50907422.0,32.0
s353,Movie,The Edge of Seventeen,Kelly Fremon Craig,"Hailee Steinfeld, Woody Harrelson, Kyra Sedgwick, Haley Lu Richardson, Blake Jenner, Hayden Szeto, Alexander Calvert, Eric Keenleyside","United States, China",2021-08-01,2016,R,105 min,"Comedies, Dramas",A troubled teenager finds high school life even less bearable after she catches her childhood best friend hooking up with her popular older brother.,2021.0,United States,105.0,9000000.0,18803648.0,9.0
s355,Movie,The Last Boy Scout,Tony Scott,"Bruce Willis, Damon Wayans, Chelsea Field, Noble Willingham, Taylor Negron, Danielle Harris, Halle Berry, Bruce McGill",United States,2021-08-01,1991,R,105 min,"Action & Adventure, Comedies",Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.,2021.0,United States,105.0,29000000.0,59509925.0,29.0
s356,Movie,The Lincoln Lawyer,Brad Furman,"Matthew McConaughey, Josh Lucas, Ryan Phillippe, John Leguizamo, Michael PeÃ±a, Bryan Cranston, Bob Gunton, William H. Macy, Marisa Tomei, Frances Fisher",United States,2021-08-01,2011,R,118 min,"Dramas, Thrillers",A street-wise defense lawyer who operates out of the back seat of his Lincoln lands a high-profile case that soon puts him and his family in danger.,2021.0,United States,118.0,40000000.0,85412898.0,40.0
s357,Movie,The Losers,Sylvain White,"Jeffrey Dean Morgan, Zoe Saldana, Chris Evans, Idris Elba, Columbus Short, Ã“scar Jaenada, Jason Patric, Holt McCallany, Peter Macdissi, Peter Francis James","United States, France",2021-08-01,2010,PG-13,97 min,Action & Adventure,"After a search-and-destroy mission leads to betrayal, an elite black ops squad seeks revenge. But they must remain deep undercover to even the score.",2021.0,United States,97.0,25000000.0,23580000.0,25.0
s358,Movie,The Machinist,Brad Anderson,"Christian Bale, Jennifer Jason Leigh, Aitana SÃ¡nchez-GijÃ³n, John Sharian, Michael Ironside, Lawrence Gilliard Jr., Reg E. Cathey, Anna Massey, Matthew Romero, Robert Long, Colin Stinton, Craig Stevenson","Spain, France, United Kingdom, United States",2021-08-01,2004,R,102 min,"Dramas, Independent Movies, Thrillers","Haunted and gaunt after a prolonged bout of insomnia, factory worker Trevor Reznik begins to question his sanity amid a series of mysterious events.",2021.0,Spain,102.0,5000000.0,8203235.0,5.0
s359,Movie,The Net,Irwin Winkler,"Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker, Wendy Gazelle, Ken Howard, Ray McKinnon, Daniel Schorr, L. Scott Caldwell, Robert Gossett",United States,2021-08-01,1995,PG-13,114 min,Thrillers,"A computer analyst becomes a target after she stumbles onto a conspiracy via a mysterious floppy disk, forcing her to go on the run to clear her name.",2021.0,United States,114.0,22000000.0,110627965.0,22.0
s361,Movie,Valentine's Day,Garry Marshall,"Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper, Eric Dane, Patrick Dempsey, Hector Elizondo, Jamie Foxx, Jennifer Garner, Topher Grace, Anne Hathaway, Ashton Kutcher, Queen Latifah, Taylor Lautner, George Lopez, Shirley MacLaine, Emma Roberts, Julia Roberts, Taylor Swift",United States,2021-08-01,2010,PG-13,125 min,"Comedies, Romantic Movies",The tripwires of modern love are exposed in a carousel involving relationships and the single life on the most romantic day of the year: February 14.,2021.0,United States,125.0,52000000.0,216485654.0,52.0
s393,Movie,Django Unchained,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, David Steen, Dana Gourrier, Nichole Galicia, Laura Cayouette, Ato Essandoh, Sammi Rotibi, Escalante Lundy, Don Johnson",United States,2021-07-24,2012,R,165 min,"Action & Adventure, Dramas","Accompanied by a German bounty hunter, a freed slave named Django travels across America to free his wife from a sadistic plantation owner.",2021.0,United States,165.0,100000000.0,425368238.0,100.0
s446,Movie,The Beguiled,Sofia Coppola,"Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning, Oona Laurence, Angourie Rice, Addison Riecke, Emma Howard",United States,2021-07-16,2017,R,94 min,"Dramas, Independent Movies, Thrillers","During the Civil War, a wounded Union soldier takes refuge at a Southern girls school, rupturing the calm amid growing sexual tension and infighting.",2021.0,United States,94.0,10500000.0,25442939.0,10.5
s447,Movie,The Book of Henry,Colin Trevorrow,"Naomi Watts, Jaeden Martell, Jacob Tremblay, Sarah Silverman, Dean Norris, Lee Pace, Maddie Ziegler, Tonya Pinkins, Bobby Moynihan, Geraldine Hughes",United States,2021-07-16,2017,PG-13,105 min,Dramas,"An 11-year-old vows to help a new neighbor who he suspects is in danger, and documents his efforts in a series of written entries and audio recordings.",2021.0,United States,105.0,10000000.0,4219536.0,10.0
s450,Movie,The Twilight Saga: Eclipse,David Slade,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Bryce Dallas Howard, Billy Burke, Dakota Fanning, Peter Facinelli, Elizabeth Reaser, Jackson Rathbone, Kellan Lutz, Ashley Greene, Nikki Reed",United States,2021-07-16,2010,PG-13,124 min,"Dramas, Romantic Movies","With a bloodthirsty enemy on a quest for revenge, Bella must reconcile her love for vampire Edward and her growing feelings for werewolf Jacob.",2021.0,United States,124.0,68000000.0,698491347.0,68.0
s451,Movie,The Twilight Saga: New Moon,Chris Weitz,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Ashley Greene, Rachelle Lefevre, Billy Burke, Michael Sheen, Dakota Fanning, Peter Facinelli, Elizabeth Reaser, Jackson Rathbone, Kellan Lutz, Nikki Reed, Edi Gathegi",United States,2021-07-16,2009,PG-13,131 min,"Dramas, Romantic Movies","Still reeling from the departure of vampire Edward Cullen, a heartbroken Bella Swan finds comfort in her friendship with werewolf Jacob Black.",2021.0,United States,131.0,50000000.0,709827462.0,50.0
s452,Movie,Twilight,Catherine Hardwicke,"Kristen Stewart, Robert Pattinson, Billy Burke, Peter Facinelli, Elizabeth Reaser, Cam Gigandet, Ashley Greene, Anna Kendrick, Nikki Reed, Taylor Lautner, Jackson Rathbone, Kellan Lutz",United States,2021-07-16,2008,PG-13,122 min,"Action & Adventure, Dramas, Romantic Movies","When Bella Swan moves in with her father, she starts school and meets Edward, a mysterious classmate who reveals himself to be a 108-year-old vampire.",2021.0,United States,122.0,37000000.0,392616625.0,37.0
s461,Movie,Surf's Up,"Ash Brannon, Chris Buck","Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder, James Woods, Diedrich Bader, Mario Cantone, Kelly Slater, Rob Machado, Sal Masekela","United States, Canada",2021-07-15,2007,PG,86 min,"Children & Family Movies, Comedies, Sports Movies",This Oscar-nominated animated comedy goes behind the scenes at the Penguin World Surfing Championship to get a close-up look at the inventors of surfing.,2021.0,United States,86.0,85000000.0,149044513.0,85.0
s475,Movie,American Ultra,Nima Nourizadeh,"Jesse Eisenberg, Kristen Stewart, Topher Grace, Connie Britton, Walton Goggins, John Leguizamo, Bill Pullman, Tony Hale, Lavell Crawford, Stuart Greer","United States, Switzerland",2021-07-10,2015,R,96 min,"Action & Adventure, Comedies","He's just a weed fiend going nowhere, or so he thinks. When the CIA tries to eliminate him, his long-dormant superspy training comes roaring back.",2021.0,United States,96.0,28000000.0,27139524.0,28.0
s495,Movie,Rock the Kasbah,Barry Levinson,"Bill Murray, Kate Hudson, Zooey Deschanel, Danny McBride, Scott Caan, Leem Lubany, Bruce Willis, Arian Moayed, Taylor Kinney, Glenn Fleshler",United States,2021-07-08,2015,R,106 min,"Comedies, Music & Musicals","When a has-been music producer gets stuck in Afghanistan he discovers a girl with a wonderful voice, then has to find a way to market her talents.",2021.0,United States,106.0,15000000.0,3020664.0,15.0
s497,Movie,Brick Mansions,Camille Delamarre,"Paul Walker, David Belle, RZA, Gouchy Boy, Catalina Denis, Ayisha Issa, Carlo Rota, Andreas Apergis, Richard Zeman, Robert Maillet","France, Canada, United States, Spain",2021-07-07,2014,PG-13,90 min,"Action & Adventure, International Movies",An undercover police detective partners with an ex-convict to take down a drug kingpin amid grime and crime in a walled-off Detroit housing project.,2021.0,France,90.0,28000000.0,68896829.0,28.0
s556,Movie,Snowpiercer,Bong Joon Ho,"Chris Evans, Song Kang-ho, Ed Harris, John Hurt, Tilda Swinton, Jamie Bell, Octavia Spencer, Ewen Bremner, Alison Pill, Adnan Haskovic, Vlad Ivanov, Ko A-sung, Luke Pasqualino","South Korea, Czech Republic",2021-07-02,2013,R,126 min,"Action & Adventure, Cult Movies, International Movies",The Earth's remaining inhabitants are confined to a single train circling the globe as revolution brews among the class-divided cars.,2021.0,South Korea,126.0,39200000.0,86758912.0,39.2
s559,Movie,6 Bullets,Ernie Barbarash,"Jean-Claude Van Damme, Joe Flanigan, Anna-Louise Plowman, Charlotte Beaumont, Steve Nicolson, Uriel Emil, Louis Dempsey, Mark Lewis, Kristopher Van Varenberg, Bianca Brigitte VanDamme",United States,2021-07-01,2012,R,115 min,Action & Adventure,A former mercenary is lured back into the dangerous business of finding missing children when the daughter of a mixed martial arts champ is kidnapped.,2021.0,United States,115.0,10000000.0,0.0,10.0
s560,Movie,Air Force One,Wolfgang Petersen,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson, Paul Guilfoyle, William H. Macy, Liesel Matthews, Dean Stockwell, Xander Berkeley, Bill Smitrovich, Elya Baskin, David Vadim, Tom Everett, Spencer Garrett, Philip Baker Hall","United States, Germany",2021-07-01,1997,R,125 min,Action & Adventure,"When terrorists hijack Air Force One with the president and his family on board, the commander-in-chief takes matters into his own well-trained hands.",2021.0,United States,125.0,85000000.0,315156409.0,85.0
s562,Movie,Austin Powers in Goldmember,Jay Roach,"Mike Myers, BeyoncÃ© Knowles-Carter, Seth Green, Michael York, Robert Wagner, Mindy Sterling, Verne Troyer, Michael Caine, Fred Savage",United States,2021-07-01,2002,PG-13,94 min,"Action & Adventure, Comedies","The world's most shagadelic spy continues his fight against the diabolical Dr. Evil, who's teamed with a new foe: 1970s villain Goldmember.",2021.0,United States,94.0,63000000.0,296655431.0,63.0
s563,Movie,Austin Powers: International Man of Mystery,Jay Roach,"Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers, Robert Wagner, Seth Green, Fabiana Udenio, Mindy Sterling, Paul Dillon, Charles Napier, Will Ferrell",United States,2021-07-01,1997,PG-13,90 min,Comedies,"A swingin' fashion photographer by day and a groovy British secret agent by night, superspy Austin Powers must foil the sinister schemes of Dr. Evil.",2021.0,United States,90.0,16500000.0,67683989.0,16.5
s564,Movie,Austin Powers: The Spy Who Shagged Me,Jay Roach,"Mike Myers, Heather Graham, Michael York, Robert Wagner, Rob Lowe, Seth Green, Mindy Sterling, Verne Troyer, Elizabeth Hurley, Will Ferrell",United States,2021-07-01,1999,PG-13,95 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ""mojo,"" Austin must return to the swingin' '60s himself.",2021.0,United States,95.0,33000000.0,310940086.0,33.0
